title,text,date,url,source
Punjab’s rivers to swell as another spell looms,"• KP’s Malakand and Hazara divisions, parts of Punjab, Sindh likely to receive rain today

• PDMA says 135 killed in Punjab

• Medium to high-level flow expected in rivers from tomorrow

ISLAMABAD/LAHORE: Authorities are bracing for another spell of rain and thunderstorms, which are expected to hit many parts of the country from today (Monday).

According to the Pakistan Meteorological Department (PMD), the Malakand and Hazara divisions of Khyber Pakhtunkhwa, the southern parts of Punjab and Sindh, eastern Balochistan and parts of Azad Jammu and Kashmir (AJK) are likely to receive rain and thunderstorms with strong winds.

According to the PMD’s detailed national forecast, Islamabad may receive rain and thunderstorms at night.

In KP, while most districts will stay hot and humid, scattered rain with thunderstorms and gusty winds are expected in Dir, Swat, Kohistan, Malakand, Mansehra, Abbottabad, Kurram, and Waziristan.

Rain and thunderstorms are forecast for urban centres of Punjab in the south, such as Bahawalpur, Rahim Yar Khan, Rajanpur, and Dera Ghazi Khan, though overall weather of the province will remain partly cloudy and humid.

Later at night, the rain spell is expected to reach Rawal­pindi, Murree, Gali­yat, Gujranwala, Sialkot, Narowal and Lahore.

In Sindh, where the moderate to heavy rain has alre­ady been reported from some parts, several areas are bracing for more precipitation.

The PMD said Mir­purkhas, Mithi, Tharparkar, Badin, Sujawal, Umerkot, Chhachhro, Padidan, Khair­pur, Karachi, Thatta, Ghotki, Chhor, Sukkur, Kashmore, Shikar­pur, Jacobabad, Larkana, Naushahro Feroze, Sanghar, Dadu, Hyderabad, Tando Allahyar, Tando Muhammad Khan, Matiari, and Shaheed Benazirabad are all expected to receive rain and thunderstorms, with heavy downpours likely in some areas.

In Balochistan, while most regions will remain hot and humid, the forecast includes rain and thunderstorms for Barkhan, Sibi, Kohlu, Musakhel, Killa Saifullah, Loralai, Dera Bugti, Nasirabad, Zhob, Kalat, Khuzdar, Awaran, and Lasbela.

For Kashmir and Gilgit-Baltistan, partly cloudy weather with rain and thunderstorms is expected, and heavy rainfall is likely at isolated places in Kashmir.

Rivers in high flood

A separate alert from the country’s Flood Forecasting Division (FFD) echoed the warning, saying that “moderate to strong monsoon activity is likely to start” over the upper catchments of those same rivers after 36 hours.

The division specifically predicted a medium to high-level flow in the Chenab and Jhelum rivers, along with their associated nullahs and those of the Ravi river, from July 22 to 24.

The Punjab Provincial Disaster Management Authority (PDMA) on Sunday released grim statistics, confirming 135 fatalities and 478 injuries across the province from monsoon-related incidents this year.

The casualties included 99 deaths from building collapses, 19 from drowning, 12 from electrocution and five from lightning strikes.

In response to the dire forecast, PDMA Director General Irfan Ali Kathia directed all district administrations to remain on high alert for what he termed a “dual threat.”

“We are facing dual threats of urban flooding in cities and flash floods in riverine areas,” Mr Kathia said, warning that heavy precipitation in upper catchment areas could cause dangerous water level rises in the Sutlej, Ravi, Chenab, Jhelum, and Indus rivers between July 22 to 24.

The Punjab government has also activated its compensation policy, providing financial assistance ranging from Rs 1m to Rs 5m to the families of those who lost loved ones.

Imran Gabol in Lahore also contributed to this report

Published in Dawn, July 21st, 2025",2025-07-21 05:27:27+05:00,https://www.dawn.com/news/1925556/punjabs-rivers-to-swell-as-another-spell-looms,www.dawn.com
Punjab’s rivers to swell as another spell looms,"• KP’s Malakand and Hazara divisions, parts of Punjab, Sindh likely to receive rain today

• PDMA says 135 killed in Punjab

• Medium to high-level flow expected in rivers from tomorrow

ISLAMABAD/LAHORE: Authorities are bracing for another spell of rain and thunderstorms, which are expected to hit many parts of the country from today (Monday).

According to the Pakistan Meteorological Department (PMD), the Malakand and Hazara divisions of Khyber Pakhtunkhwa, the southern parts of Punjab and Sindh, eastern Balochistan and parts of Azad Jammu and Kashmir (AJK) are likely to receive rain and thunderstorms with strong winds.

According to the PMD’s detailed national forecast, Islamabad may receive rain and thunderstorms at night.

In KP, while most districts will stay hot and humid, scattered rain with thunderstorms and gusty winds are expected in Dir, Swat, Kohistan, Malakand, Mansehra, Abbottabad, Kurram, and Waziristan.

Rain and thunderstorms are forecast for urban centres of Punjab in the south, such as Bahawalpur, Rahim Yar Khan, Rajanpur, and Dera Ghazi Khan, though overall weather of the province will remain partly cloudy and humid.

Later at night, the rain spell is expected to reach Rawal­pindi, Murree, Gali­yat, Gujranwala, Sialkot, Narowal and Lahore.

In Sindh, where the moderate to heavy rain has alre­ady been reported from some parts, several areas are bracing for more precipitation.

The PMD said Mir­purkhas, Mithi, Tharparkar, Badin, Sujawal, Umerkot, Chhachhro, Padidan, Khair­pur, Karachi, Thatta, Ghotki, Chhor, Sukkur, Kashmore, Shikar­pur, Jacobabad, Larkana, Naushahro Feroze, Sanghar, Dadu, Hyderabad, Tando Allahyar, Tando Muhammad Khan, Matiari, and Shaheed Benazirabad are all expected to receive rain and thunderstorms, with heavy downpours likely in some areas.

In Balochistan, while most regions will remain hot and humid, the forecast includes rain and thunderstorms for Barkhan, Sibi, Kohlu, Musakhel, Killa Saifullah, Loralai, Dera Bugti, Nasirabad, Zhob, Kalat, Khuzdar, Awaran, and Lasbela.

For Kashmir and Gilgit-Baltistan, partly cloudy weather with rain and thunderstorms is expected, and heavy rainfall is likely at isolated places in Kashmir.

Rivers in high flood

A separate alert from the country’s Flood Forecasting Division (FFD) echoed the warning, saying that “moderate to strong monsoon activity is likely to start” over the upper catchments of those same rivers after 36 hours.

The division specifically predicted a medium to high-level flow in the Chenab and Jhelum rivers, along with their associated nullahs and those of the Ravi river, from July 22 to 24.

The Punjab Provincial Disaster Management Authority (PDMA) on Sunday released grim statistics, confirming 135 fatalities and 478 injuries across the province from monsoon-related incidents this year.

The casualties included 99 deaths from building collapses, 19 from drowning, 12 from electrocution and five from lightning strikes.

In response to the dire forecast, PDMA Director General Irfan Ali Kathia directed all district administrations to remain on high alert for what he termed a “dual threat.”

“We are facing dual threats of urban flooding in cities and flash floods in riverine areas,” Mr Kathia said, warning that heavy precipitation in upper catchment areas could cause dangerous water level rises in the Sutlej, Ravi, Chenab, Jhelum, and Indus rivers between July 22 to 24.

The Punjab government has also activated its compensation policy, providing financial assistance ranging from Rs 1m to Rs 5m to the families of those who lost loved ones.

Imran Gabol in Lahore also contributed to this report

Published in Dawn, July 21st, 2025",2025-07-21 05:27:27+05:00,https://www.dawn.com/news/1925556/punjabs-rivers-to-swell-as-another-spell-looms,www.dawn.com
Monsoon readiness,"NIGHTMARISH memories of the monsoons make people anxious in this region. Pakistan experienced hydro-climatic devastation in 2010 and 2022. Due to the enormity of the disaster, complete recovery will take many more years. A large number of the 2022 flood victims have not yet been fully rehabilitated.

In the second week of June, the Met Department issued a warning for flash drought, the second one after March. In April, Pakistan witnessed a crippling drought when its two large reservoirs plummeted to dead level, leaving the Kharif crops parched in Sindh. We woke up to a sizzling sun in June, which triggered an intense heatwave across the country. Ensconced in air-conditioned rooms and cars, many cannot even imagine how life becomes paralysed in towns and villages when the mercury soars to unbearable levels. Pre-monsoon, the trajectory of weather events has been distressing.

Meanwhile, routine events are likely in the fast-approaching monsoons, according to regional estimates. The Hindu Kush-Himalaya (HKH) region is very vulnerable to the monsoon season, which is a major source of precipitation in the region. Spiralling temperatures trigger intense rainfall and snowmelt, which swell rivers and streams that turn into deluges. In the process, while they see their water stock recharged, over two billion people are also exposed to disasters.

The HKH monsoon in 2025 is projected to bring above-normal precipitation in most parts of South Asia. The outlook estimates are collated from the APEC1 Climate Centre, the Copernicus Climate Service, the International Research Institute for Climate and Society, and the 31st Session of the South Asian Climate Outlook Forum. According to the estimates, “Below-average northern hemisphere snow cover — at its fourth lowest in January 2025 and sixth lowest in March 2025 in the last 59 years — is likely to have an inverse effect on summer monsoon rainfall.”

Three of the four agencies mentioned, predict above-normal temperature and precipitation in the country, which echoes the Met Department’s forecasts. The department predicts normal to slightly above-normal precipitation across the country. However, the diversity of Pakistan’s landscape leads to a geographically uneven distribution of precipitation. Sindh, located at the tail end of the Indus, bears the brunt of both types of extreme weather impacts — drought and flood. With its flat topography, even normal rainfall causes localised flooding. Aggravated by a poorly managed infrastructure and perennially malfunctioning drainage network, any unusual storm can unleash catastrophic flooding.

The weather trajectory has been distressing.

Apart from the Indus flooding, Sindh is also exposed to gushing flash floods from the hills of the Kirthar and Koh-i-Suleman ranges on its western boundary with Balochistan. These two hilly regions aggravated the floods of 2010 and 2022. In 2010, irrigation officials were preparing for an estimated flow of up to 700,000 cusecs likely to arrive at Sukkur Barrage. However, heavy discharges in the Suleman range brought a torrential deluge downstream to D.G. Khan, Rajanpur and Rahim Yar Khan. An unanticipated flow of 1.2m cusecs was generated that breached embankments at the Jampur and Mithankot bunds. Such flooding was abnormal — occurring once in 1,000 years!

As they had for June 2010, this year, too, the Met Department has predicted ‘normal or slightly more than normal rainfall’. However, we must keep in mind that in 2010, somersaulting weather conditions generated flash floods that turned the Indus waters into a super flood. Even­tually, the Tori bund was breached near Kashmore, wreaking havoc in the western districts of Sindh. Sub­sequ­en­tly, anot­her major breach floo­ded Sujawal and other southern areas.

In 2022, a massive flash flood entered Sindh from Balochistan through the hill torrents of the Kirthar range. The adjoining districts of Balochistan received unusually heavy rains during July and August, which generated a sheet of water spread over hundreds of kilometres. The situation was exacerbated by record-breaking downpour in Sindh during the third week of August. The monsoon outlook of 2022 warned of an ominous weather pattern which received no attention.

A major challenge to disaster management is weak institutional arrangements at the district level. The District Disaster Management Authorities are part of a humanitarian architecture but they exist without any experienced human resource or dedicated resources. It is already too late as June has passed without any significant preparedness measures. Ideally, every district should have developed a monsoon contingency plan. Soon a flurry of customary meetings and official visits will start. Disaster preparedness ought to be a year-round exercise.

The writer is a civil society professional.

nmemon2004@yahoo.com

Published in Dawn, July 1st, 2025",2025-07-01 05:00:09+05:00,https://www.dawn.com/news/1921325/monsoon-readiness,www.dawn.com
Monsoon menace,"MONSOONS are a recurring feature and come as no surprise. And yet, astonishingly, the most predictable health threats associated with the season are routinely neglected.

The most common monsoon health hazards include: acute watery diarrhoea and cholera, especially in Sindh and southern Punjab, where flooding contaminates drinking water; dengue and malaria outbreaks, common in urban lowlands like Karachi, Lahore and Peshawar due to standing water and poor drainage; skin infections, scabies and leptospirosis in displaced populations; maternal and child health crises, particularly in hard-to-reach flood-affected areas where routine services collapse.

The Met Department issues repeated advisories about monsoons and its intensity, but response prioritisation at the national level remains inconsistent. In theory, the NDMA coordinates with the Ministry of National Health Services and provincial health departments to preposition stockpiles (for example, cholera and antimalarial kits).

In practice, response remains post-disaster, not anticipatory. Some glaring examples can be traced back to the 2022 floods. Response teams arrived after major outbreaks had begun and did not anticipate preventive action. The National Institute of Health (NIH) maintains an Emerg­ency Operations Centre and disease surveillance unit, but real-time district-level health risk analysis is rarely available to front-line responders in advance. There’s no standardised health risk heat map integrated into the Provincial Disaster Management Authority (PDMA) monsoon preparedness plans, and health supplies are rarely pre-deployed based on forecasted risk.

In Pakistan, trigger-based health action is limited to “simplified early action protocols” by the Pakistan Red Crescent Society for floods (for example, in the Kabul River basin) focused on WASH and cash; no health kit pre-deployments have been activated as yet. By contrast, Bangla­desh established early action protocols across sectors, including health, WASH and cash triggered by riverine flooding forecasts, and Nepal has been piloting anticipatory health responses in recent years, mainly around floods and food security. Where finance-based forecasting is concerned, Pakistan mainly uses pilots through PRC plus the International Federation of Red Cross for heatwaves, droughts and floods that remain small in scale, whereas Bangladesh has institutionalised FbF at the national level with pre-approved finance and scenario-based triggers. In Nepal, active plots are embedded in DRR strategies, often tied into food security anticipatory schemes. Integration into local health programmes is weak in Pakistan, with ad hoc coordination between PDMA and the health department. Nepal has integrated community clinics into a pre-activation mechanism viz the FbF task force.

The government buy-in for anticipatory health remains siloed. The monsoon contingency is led by NDMA and not integrated into health planning. Bangladesh launched an early action protocol in 2019 under its disaster management & relief ministry that targets multiple sectors, including health, and Nepal is taking steps towards formally including health in DRR and climate planning via federal initiatives and donor programmes.

In practice, response remains post-disaster, not anticipatory.

While Bangladesh has institutionalised anticipatory health action, particularly in cyclone and flood-prone districts, linking it to national health supply chains and forecast-based triggers, Pakistan remains reliant on post-disaster surge capacity, with no formal anticipatory health activation system at the provincial level. Some of the challenges in provincial disaster systems are:

Fragmented governance: In most provinces, health and disaster management departments do not share real-time risk or stockpile information. There is no unified logistics platform (for instance, digital inventory dashboards or GIS-based heatmaps) integrating forecasted flood zones with vulnerable health infrastructure.

Weak institutional mandates: PDMA planning documents (like monsoon contingency plans) often mention disease risk in general terms, without assigning clear anticipatory roles to district health officers or logistics focal person.

Operational capacity gaps; For example, in Balochistan and KP, flood-prone areas like Dera Allah Yar or D.I. Khan lack cold-chain storage or mobile health capacity that can be pre-positioned or activated based on risk forecasts.

Finance and procurement lags: Even when forecasts allow for seven-to-10-day early warning, emergency health funding is rarely unlocked in time due to central-level approval bottlenecks and procurement delays.

Lack of coordination with non-state actors: INGOs and UN agencies often run parallel anticipatory pilots, but these are not integrated into government SOPs, creating duplication or misalignment in logistics planning.

However, despite long-standing structural gaps, there are important signs of progress in aligning health and disaster preparedness in Pakistan. In 2023, the NDMA piloted a joint monsoon simulation exercise with the NIH and provincial stakeholders, marking a first step toward unified early planning; the country’s National Adaptation Plan now explicitly references climate-sensitive disease surveillance and heat-health action plans, signalling a growing awareness of health risks in a changing climate; donor-supported systems such as the WHO and Early Warning Alert and Response Network are slowly improving post-disaster disease tracking and analysis in flood-affected regions.

However, progress remains piecemeal and project-based. Without sustained provincial ownership, cross-sector coordination, and dedicated domestic financing, anticipatory health logistics will continue to be the exception not the norm. With rising temperatures, more intense monsoons, and the shifting geography of disease vectors, climate change is no longer a distant threat. It is a health emergency unfolding in real time.

Pakistan needs to: formally embed anticipatory health action into disaster risk management protocols; ensure such efforts are resourced through health sector budgets, rather than relying solely on donor-driven projects; build systems that are backed by real time data, integrated early warning and multisector planning.

Pakistan needs a ‘Climate and Health Resilience Policy’ that bridges institutions, anticipates climate-driven disease threats, and enables action before and not after the next outbreak.

The writer is chief executive of the Civil Society Coalition for Climate Change.

aisha@csccc.org.pk

Published in Dawn, July 19th, 2025",2025-07-19 07:20:05+05:00,https://www.dawn.com/news/1925176/monsoon-menace,www.dawn.com
Punjab predicted to receive 25pc more monsoon rains this year: PDMA,"Punjab is predicted to receive 25 per cent more monsoon rains this year, Provincial Disaster Management Authority (PDMA) Director General Irfan Ali Kathia said on Wednesday.

Separately, Karachi is expected to receive rainfall on June 27 (Friday), the Pakistan Meteorological Department (PMD) said — potentially ending an ongoing wave of extreme heat and humid weather.

The PMD has already forecast monsoon rain across the country from Wednesday, June 25. Monsoon rains fall across the region from June to September, offering respite from the summer heat and are crucial to replenishing water supplies.

Monsoon rains have commenced in Punjab and first spell will continue till July 1, the PDMA said in a statement, adding that rainfall with strong winds and thunderstorms are predicted in most districts of the province.

Relief Commissioner Punjab Nabeel Javed has instructed commissioners and deputy commissioners across the province to remain alert. He said all relevant departments including Rescue 1122 and WASA are on alert.

The PDMA said rains with strong winds are predicted in Rawalpindi, Murree, Galiyat, Attock, Chakwal, Mandi Bahauddin, Hafizabad, Gujarat, Jhelum, and Gujranwala. Lahore, Faisalabad, Sialkot, Narowal, Toba Tek Singh, Jhang, Sargodha and Mianwali are also expected to receive rain.

Rainfall is predicted in south Punjab including Multan, Dera Ghazi Khan, Bahawalpur and Bahawalnagar from June 26-28.

The PDMA director general has issued a alert to the district administrations on the instructions of the chief minister. “Monsoon rains are predicted to be 25pc more this year,” he said.

“An alert has been issued to the Department of Health, Irrigation, Construction and Communications, Local Government and Livestock,” he added.

“Citizens are requested to take precautionary measures in extreme weather conditions, stay in safe locations during thunderstorms and avoid unnecessary travel.” He said tourists should plan their travel as per weather conditions.

He warned of landslide risk in Murree, Galiyat and other mountainous areas due to heavy rains. Citizens should stay in safe places to protect themselves from lightning and call the PDMA helpline 1129 in case of emergency.

Rain expected in Karachi

In a related development, the PMD has issued a three-day weather forecast for Karachi division which predicts isolated rain and thunderstorm on Friday evening.

The weather will remain partly cloudy, hot and humid, today with the maximum temperature between 34-36 degrees Celsius and humidity level at 72pc in the morning.

For tomorrow, the weather in the city has been forecast as partly cloudy and humid, with chances of isolated light rain and drizzle. The maximum temperature will remain between 35-37 degrees Celsius and humidity levels of 70-80pc.

On Friday, the Met Office has forecast hot and humid weather with chances of isolated rain and thunderstorm in the evening. The maximum temperature will remain between 35-37 degrees Celsius with humidity level between 70-80pc in the morning with southwesterly winds blowing.

According to the Met Office, “monsoon currents are penetrating upper and central parts of the country and likely to intensify further.

“A westerly wave is moving toward the upper parts of the country and is likely to become more active by tomorrow (Thursday).”

Under its influence, dust storm and rainfall with thundershower is expected in Tharparker ,Umerkot, Mirpurkhas, Badin, Thatta and Dadu districts tomorrow.

It added that rainfall with thunderstorm is likely in Sukkur, Larkana, Jacobabad, Khairpur, Ghotki, Kashmore, Dadu, Nosheroferoz, Shaheed Benazirabad, Hyderabad, Tharparker, Mirpur Khas, Sanghar, Jamshoro, Tando Allahyar, Tando Muhammad Khan, Thatta, Badin and Karachi division on June 27 with occasional gaps.",2025-06-25 13:42:02+05:00,https://www.dawn.com/news/1920014/punjab-predicted-to-receive-25pc-more-monsoon-rains-this-year-pdma,www.dawn.com
Govt swings into action over Quetta ‘honour killings’,"QUETTA: A primary suspect was detained on Sunday and raids were underway for the arrest of other culprits after a gruesome video went viral, showing the killing of a couple over ‘honour’ in the Dagari area of Quetta.

The incident purportedly took place around Eidul Azha and has been described as an act of ‘honour killing’. In the video, a group of people can be seen killing a woman and a man, apparently for contracting a love marriage.

After the clip went viral on social media, a case on terrorism charges was registered on the ord­ers of Balochistan Chief Minister Sarfraz Bugti, and the Levies and the Counter-Terrorism Dep­artment subsequently arr­es­ted one of the key suspects.

“The case was registered under anti-terrorism laws…on behalf of the Balochistan government, as no one from the area, including the relatives or other people, submitted any application to the Levies or the CTD,” officials said, adding that efforts were underway to arrest more people.

The slain couple had reportedly married without the permission of their families and the matter was taken to the ‘elders’ of the area, who pronounced a death sentence.

Sources said the ill-fated couple, Ehsan Samalani and Bano Satakzai, were invited to the village for lunch and later taken to an abandoned place in Dagari, where they were informed about the decision of the elders.

“You are allowed to shoot me, but nothing more than that,” the slain woman told the perpetrators in Brahvi before her murder.

She asked her killers to let her walk seven steps before shooting her. She was shot thrice apparently by her brother, followed by the killing of her partner. The bodies have yet to be recovered, further complicating the investigation.

The video is believed to have been filmed just before Eidul Azha, and the authorities are conducting raids to apprehend the remaining perpetrators, whose identities have reportedly been established but not made public.

“The state will not remain a silent spectator to such barbarism,” said CM Bugti on X (formerly Twitter), vowing that justice would be served.

In a press conference at the Karachi Press Club on Sunday, Balochistan government spokesperson Shahid Rind confirmed that the individuals seen in the video had been traced through facial recognition and Nadra data.

“One suspect is in custody, and data of all visible individuals in the video has been handed over to Nadra. We are closing in on the rest,” he said.

Mr Rind clarified that the state itself had become the complainant in the case to ensure accountability and justice, emphasising that external pressure would not be tolerated during the investigation.

PPP Chairman Bilawal Bhutto-Zardari, whose party rules Balochistan, condemned the cold-blooded killing, expressing profound grief and outrage over the incident. He said that those involved in this heinous murder are nothing less than beasts and deserve no mercy.

Aladdin Khilji, provincial director of Aurat Foundation and chairman of the Balochistan EVAWG Alliance (Ending Violence against Women and Girls), also condemned the act.

“This video has shaken us to the core. It is a stark reminder that honour killings remain a brutal reality in Balochistan. From 2019 to 2024, 212 people have been murdered in the name of honour,” he said in a statement.

Published in Dawn, July 21st, 2025",2025-07-21 05:27:27+05:00,https://www.dawn.com/news/1925555/govt-swings-into-action-over-quetta-honour-killings,www.dawn.com
Govt swings into action over Quetta ‘honour killings’,"QUETTA: A primary suspect was detained on Sunday and raids were underway for the arrest of other culprits after a gruesome video went viral, showing the killing of a couple over ‘honour’ in the Dagari area of Quetta.

The incident purportedly took place around Eidul Azha and has been described as an act of ‘honour killing’. In the video, a group of people can be seen killing a woman and a man, apparently for contracting a love marriage.

After the clip went viral on social media, a case on terrorism charges was registered on the ord­ers of Balochistan Chief Minister Sarfraz Bugti, and the Levies and the Counter-Terrorism Dep­artment subsequently arr­es­ted one of the key suspects.

“The case was registered under anti-terrorism laws…on behalf of the Balochistan government, as no one from the area, including the relatives or other people, submitted any application to the Levies or the CTD,” officials said, adding that efforts were underway to arrest more people.

The slain couple had reportedly married without the permission of their families and the matter was taken to the ‘elders’ of the area, who pronounced a death sentence.

Sources said the ill-fated couple, Ehsan Samalani and Bano Satakzai, were invited to the village for lunch and later taken to an abandoned place in Dagari, where they were informed about the decision of the elders.

“You are allowed to shoot me, but nothing more than that,” the slain woman told the perpetrators in Brahvi before her murder.

She asked her killers to let her walk seven steps before shooting her. She was shot thrice apparently by her brother, followed by the killing of her partner. The bodies have yet to be recovered, further complicating the investigation.

The video is believed to have been filmed just before Eidul Azha, and the authorities are conducting raids to apprehend the remaining perpetrators, whose identities have reportedly been established but not made public.

“The state will not remain a silent spectator to such barbarism,” said CM Bugti on X (formerly Twitter), vowing that justice would be served.

In a press conference at the Karachi Press Club on Sunday, Balochistan government spokesperson Shahid Rind confirmed that the individuals seen in the video had been traced through facial recognition and Nadra data.

“One suspect is in custody, and data of all visible individuals in the video has been handed over to Nadra. We are closing in on the rest,” he said.

Mr Rind clarified that the state itself had become the complainant in the case to ensure accountability and justice, emphasising that external pressure would not be tolerated during the investigation.

PPP Chairman Bilawal Bhutto-Zardari, whose party rules Balochistan, condemned the cold-blooded killing, expressing profound grief and outrage over the incident. He said that those involved in this heinous murder are nothing less than beasts and deserve no mercy.

Aladdin Khilji, provincial director of Aurat Foundation and chairman of the Balochistan EVAWG Alliance (Ending Violence against Women and Girls), also condemned the act.

“This video has shaken us to the core. It is a stark reminder that honour killings remain a brutal reality in Balochistan. From 2019 to 2024, 212 people have been murdered in the name of honour,” he said in a statement.

Published in Dawn, July 21st, 2025",2025-07-21 05:27:27+05:00,https://www.dawn.com/news/1925555/govt-swings-into-action-over-quetta-honour-killings,www.dawn.com
"Indonesia ferry fire kills three, more than 500 rescued","Three people died and more than 500 others were rescued after a ferry caught fire off the Indonesian island of Sulawesi, emergency officials said Monday.

Passengers jumped overboard with lifejackets after the fire broke out on Sunday at the stern of the KM Barcelona 5, as it sailed to Manado, according to the Indonesian coast guard.

A video released by the Manado rescue agency showed a coast guard vessel spraying water on the ferry, which was emitting black smoke.

Indonesian authorities previously reported five people died in the accident, but later revised the death toll to three.

“Until now, the joint rescue team is still conducting the search and rescue operation because the data is still developing,” Manado rescue agency head George Leo Mercy Randang told AFP on Monday.

“Our post is still open 24 hours a day, in case families want to report about their missing relative.” At least 568 people were rescued from the ferry and water while three others were found dead, the national search and rescue agency said in a statement Monday.

The ferry’s log had only registered 280 passengers and 15 crew on board. Local media reported that the ship had a capacity for 600 people.

Marine accidents are a regular occurrence in the Southeast Asian archipelago of around 17,000 islands, in part due to lax safety standards or bad weather.

Sunday’s fire came just weeks after another ferry sank off the popular resort island of Bali due to bad weather, killing at least 19 people.

In March, a boat carrying 16 people capsized in rough waters off Bali, killing an Australian woman and injuring at least one other person.

And in 2018, more than 150 people drowned when a ferry sank in one of the world’s deepest lakes on Sumatra Island.",2025-07-21 10:30:03+05:00,https://www.dawn.com/news/1925605/indonesia-ferry-fire-kills-three-more-than-500-rescued,www.dawn.com
"Indonesia ferry fire kills three, more than 500 rescued","Three people died and more than 500 others were rescued after a ferry caught fire off the Indonesian island of Sulawesi, emergency officials said Monday.

Passengers jumped overboard with lifejackets after the fire broke out on Sunday at the stern of the KM Barcelona 5, as it sailed to Manado, according to the Indonesian coast guard.

A video released by the Manado rescue agency showed a coast guard vessel spraying water on the ferry, which was emitting black smoke.

Indonesian authorities previously reported five people died in the accident, but later revised the death toll to three.

“Until now, the joint rescue team is still conducting the search and rescue operation because the data is still developing,” Manado rescue agency head George Leo Mercy Randang told AFP on Monday.

“Our post is still open 24 hours a day, in case families want to report about their missing relative.” At least 568 people were rescued from the ferry and water while three others were found dead, the national search and rescue agency said in a statement Monday.

The ferry’s log had only registered 280 passengers and 15 crew on board. Local media reported that the ship had a capacity for 600 people.

Marine accidents are a regular occurrence in the Southeast Asian archipelago of around 17,000 islands, in part due to lax safety standards or bad weather.

Sunday’s fire came just weeks after another ferry sank off the popular resort island of Bali due to bad weather, killing at least 19 people.

In March, a boat carrying 16 people capsized in rough waters off Bali, killing an Australian woman and injuring at least one other person.

And in 2018, more than 150 people drowned when a ferry sank in one of the world’s deepest lakes on Sumatra Island.",2025-07-21 10:30:03+05:00,https://www.dawn.com/news/1925605/indonesia-ferry-fire-kills-three-more-than-500-rescued,www.dawn.com
Alaska Airlines requests grounding of fleet citing ‘IT outage’,"Alaska Airlines has requested a ground stop for all its mainline aircraft according to an advisory notice by the US Federal Aviation Administration (FAA), with the company citing an “IT outage.”

The airline told AFP that on Sunday it “experienced an IT outage that’s impacting our operations” and that it “requested a temporary, system-wide ground stop for Alaska and Horizon Air flights until the issue is resolved.”

The FAA status page showed all destinations being impacted by the ground stop of Alaska’s mainline aircraft.

It did not immediately respond to AFP’s requests for comment.

The incident comes more than a year after a door plug section of a newly delivered Boeing 737 Max 9 blew out during an Alaska Airlines flight between Portland, Oregon and Ontario, California in January last year.

The 171 passengers and six crew members survived the rapid decompression, but the incident focused minds at the FAA, which grounded many Boeing 737-9 aircraft operated by US airlines.

Last month, US investigators said Boeing’s failure to provide adequate training to manufacturing staff was a driving factor in the near-catastrophic Alaska Airlines mid-flight blowout.",2025-07-21 10:25:44+05:00,https://www.dawn.com/news/1925607/alaska-airlines-requests-grounding-of-fleet-citing-it-outage,www.dawn.com
